"VNM","HPG","ACB","DBD"
-0.0111751353239044,-0.0345352971051295,0.0185058259081563,-0.00181050090525048
-0.0042380363764789,0.00420831141504463,-0.00201884253028262,-0.0117896009673519
-0.00283738251463028,-0.00314300680984803,-0.0134861766689143,0.0241664117467115
0.00569091232438201,-0.00893326326852351,0.0300751879699248,0.00836320191158912
-0.0111405835543765,0.0275715800636267,0.00199071001990703,0.0201421800947867
-0.0100143061516452,-0.00619195046439613,-0.0218543046357615,-0.00638792102206731
-0.0446170520231214,-0.0534787123572171,-0.0514556533513879,-0.0277615429573348
-0.00453771979580264,-0.0471749862863412,0.00856531049250542,-0.0529005109708447
-0.0241215574548908,-0.0293609671848015,-0.0205237084217976,0.0114249444620755
0.0541066562864927,0.0539739027283512,0.0209537572254337,-0.0285534985880138
-0.0190177252584932,-0.0106921778277997,-0.0417551309271056,-0.0461886304909561
0.0344438170525128,-0.0693970420932878,-0.00886262924667647,-0.0050795800880461
0.0680494905385736,-0.0366748166259169,0.00447093889716843,0.0388019060585432
-0.0352640545144804,0.100888324873097,0.0415430267062313,0
-0.0042380363764789,-0.0178674351585015,0.0227920227920229,0.0036041939711664
0.021280368859727,0.011150234741784,-0.0118384401114207,-0.0071825008161932
-0.00138913005730168,-0.0197330237957052,-0.0084566596194503,-0.00263071358105893
0.0206920535559034,0.00473653049141487,0.00213219616204685,-0.00461589185624789
0.0190800681431005,-0.0176782557454329,0.00851063829787235,-0.0109307717787347
-0.026579739217653,-0.00479904019196176,0.00773558368495064,0.0221031480241125
0.000686931135153834,-0.0204942736588306,-0.00976971388695047,-0.00720838794233281
0.0324352153766947,0.0276923076923077,-0.0288935870331219,0.0118811881188119
-0.00681515957446799,0.011377245508982,0.021044992743106,-0.00358773646444877
-0.00133891213389115,-0.00414446417998815,0.00213219616204685,-0.000981996726677647
-0.0110608345902464,0.0451843043995244,-0.00212765957446803,-0.0036041939711664
0.0167768174885612,-0.0455062571103525,-0.00426439232409381,-0.00263071358105893
0.0026666666666666,0.00893921334922521,0.0171306209850106,-0.00230794592812389
0.0028257978723405,0.0159480212640284,0.0140350877192983,-0.00363516192994062
-0.0164097463948284,-0.0220930232558139,-0.0124567474048443,0.0059701492537314
0,-0.0249702734839478,-0.0119131044148564,-0.0118694362017804
0.00269632625547689,-0.0182926829268291,0.00638297872340421,0.00734067400734073
0.00554621848739489,0.00683229813664599,0.00986610288935874,-0.00496853262669761
0.00284138392110989,0.00493522516964817,0.00628053035589682,-0.00133155792276962
0.00683333333333325,0.100061387354205,0.0166435506241331,0.00133333333333341
-0.00960105942724709,-0.0150669642857144,-0.00613915416098221,-0.00499334221038605
-0.0055156276115661,0.0130311614730878,-0.00411805078929306,0.00635664101706257
-0.002689075630252,0.0212527964205818,0.00827015851137158,0.000997340425531901
