time,Portfolio,,,,,
30/05/2025,-0.004568095,,,,,
02/06/2025,0.001831999,,,,,
03/06/2025,0.016235304,,,,,
04/06/2025,0.024279968,,,,,
05/06/2025,-0.017157681,,,,,
06/06/2025,-0.01015058,,,,,
09/06/2025,0.000524558,,,,,
10/06/2025,0.001222505,,,,,
11/06/2025,-0.002132645,,,,,
12/06/2025,0.008890737,,,,,
13/06/2025,4.53621E-05,,,,,
16/06/2025,0.012647132,,,,,
17/06/2025,-0.003594175,,,,,
18/06/2025,0.000611145,,,,,
19/06/2025,0.001784872,,,,,
20/06/2025,0.01367827,,,,,
23/06/2025,-0.004608092,,,,,
24/06/2025,-0.002078625,,,,,
25/06/2025,0.004599143,,,,,
26/06/2025,-0.003757742,,,,,
27/06/2025,0.009220318,,,,,
30/06/2025,7.51937E-05,,,,,
01/07/2025,-6.11762E-05,,,,,
02/07/2025,0.002462796,,,,,
03/07/2025,0.00115702,,,,,
04/07/2025,0.006599012,,,,,
07/07/2025,0.003582996,,,,,
08/07/2025,0.008274334,,,,,
09/07/2025,0.011261778,,,,,
10/07/2025,0.000216787,,,,,
11/07/2025,0.002363507,,,,,
14/07/2025,0.004373612,,,,,
15/07/2025,0.003536942,,,,,
16/07/2025,-0.003225672,,,,,
17/07/2025,-0.001452326,,,,,
18/07/2025,0.003664178,,,,,
21/07/2025,-0.001136504,,,,,
22/07/2025,0.002725884,,,,,
23/07/2025,0.012074659,,,,,
24/07/2025,0.012788927,,,,,
25/07/2025,-0.00019405,,,,,
28/07/2025,0.011831814,,,,,
29/07/2025,-0.01842324,,,,,
30/07/2025,0.002418008,,,,,
31/07/2025,-0.012538567,,,,,
01/08/2025,-0.00752756,,,,,
04/08/2025,0.004813245,,,,,
05/08/2025,-0.001919536,,,,,
06/08/2025,0.01791984,,,,,
07/08/2025,-0.001270054,,,,,
08/08/2025,-0.003088267,,,,,
11/08/2025,0.005926551,,,,,
12/08/2025,0.000405429,,,,,
13/08/2025,0.002581314,,,,,
14/08/2025,0.014939494,,,,,
15/08/2025,-0.0026466,,,,,
18/08/2025,0.000993236,,,,,
19/08/2025,0.009712435,,,,,
20/08/2025,-0.008025977,,,,,
21/08/2025,0.011303408,,,,,
22/08/2025,-0.023297851,,,,,
25/08/2025,-0.018966533,,,,,
26/08/2025,0.011059887,,,,,
27/08/2025,0.008403918,,,,,
28/08/2025,0.00434529,,,,,
29/08/2025,-0.002227024,,,,,
03/09/2025,0.006346932,,,,,
04/09/2025,0.007032996,,,,,
05/09/2025,-0.009867086,,,,,
08/09/2025,-0.007014673,,,,,
09/09/2025,-0.004800728,,,,,
10/09/2025,0.00088688,,,,,
11/09/2025,0.00896258,,,,,
12/09/2025,0.014604426,,,,,
15/09/2025,0.001857432,,,,,
16/09/2025,0.010991425,,,,,
17/09/2025,-0.00096838,,,,,
18/09/2025,-0.013847336,,,,,
19/09/2025,-0.01145405,,,,,
22/09/2025,-0.007687917,,,,,
23/09/2025,0.003868016,,,,,
24/09/2025,0.008242137,,,,,
25/09/2025,-0.00349994,,,,,
26/09/2025,-0.008248465,,,,,
29/09/2025,-0.004117711,,,,,
30/09/2025,-0.002594677,,,,,
01/10/2025,0.017125739,,,,,
,,,,,,
