time,DBD,HPG,VNM,ACB,,,,,,,,,,,,,,
10/10/2024,45.32,22.71,61.97,21.89,,,,,,,,,,,,,,
10/11/2024,45.8,22.75,61.97,21.81,,,,,,,,,,,,,,
10/14/2024,47.73,22.54,61.51,21.68,,,,,,,,,,,,,,
10/15/2024,46.96,22.62,61.14,21.6,,,,,,,,,,,,,,
10/16/2024,48.22,22.58,61.79,21.51,,,,,,,,,,,,,,
10/17/2024,47.83,22.71,61.88,21.85,,,,,,,,,,,,,,
10/18/2024,47.25,22.46,61.69,21.81,,,,,,,,,,,,,,
10/21/2024,46.43,22.29,61.6,21.56,,,,,,,,,,,,,,
10/22/2024,46.72,22.21,61.6,21.22,,,,,,,,,,,,,,
10/23/2024,46.29,22.04,61.6,21.22,,,,,,,,,,,,,,
10/24/2024,47.25,22.04,62.61,20.89,,,,,,,,,,,,,,
10/25/2024,48.41,22.04,62.24,20.8,,,,,,,,,,,,,,
10/28/2024,48.41,22.29,61.51,21.01,,,,,,,,,,,,,,
10/29/2024,47.54,22.54,61.33,21.05,,,,,,,,,,,,,,
10/30/2024,47.93,22.5,60.69,20.97,,,,,,,,,,,,,,
10/31/2024,47.78,22.42,60.5,21.22,,,,,,,,,,,,,,
11/1/2024,48.12,22.12,60.23,20.8,,,,,,,,,,,,,,
11/4/2024,47.01,21.92,60.05,20.68,,,,,,,,,,,,,,
11/5/2024,47.35,22.08,59.95,20.68,,,,,,,,,,,,,,
11/6/2024,47.83,22.46,60.23,20.97,,,,,,,,,,,,,,
11/7/2024,47.35,22.46,60.32,20.97,,,,,,,,,,,,,,
11/8/2024,46.96,22.5,60.14,20.8,,,,,,,,,,,,,,
11/11/2024,46.67,23.08,59.68,20.76,,,,,,,,,,,,,,
11/12/2024,46.29,22.92,59.41,20.76,,,,,,,,,,,,,,
11/13/2024,46.72,22.54,59.5,20.8,,,,,,,,,,,,,,
11/14/2024,46.53,21.92,59.5,20.51,,,,,,,,,,,,,,
11/15/2024,46.29,21.58,58.31,20.39,,,,,,,,,,,,,,
11/18/2024,46,21.5,57.85,20.47,,,,,,,,,,,,,,
11/19/2024,45.32,21.21,57.67,20.3,,,,,,,,,,,,,,
11/20/2024,45.61,21.33,58.22,20.47,,,,,,,,,,,,,,
11/21/2024,45.61,21.54,58.49,20.76,,,,,,,,,,,,,,
11/22/2024,47.44,21.75,58.86,20.85,,,,,,,,,,,,,,
11/25/2024,47.4,21.92,58.86,20.8,,,,,,,,,,,,,,
11/26/2024,47.2,21.96,59.31,20.89,,,,,,,,,,,,,,
11/27/2024,47.64,21.92,59.13,20.93,,,,,,,,,,,,,,
11/28/2024,50.92,22,59.04,21.01,,,,,,,,,,,,,,
11/29/2024,54.39,22.29,59.13,21.05,,,,,,,,,,,,,,
12/2/2024,55.54,22.42,59.04,21.01,,,,,,,,,,,,,,
12/3/2024,56.89,22.5,58.49,20.89,,,,,,,,,,,,,,
12/4/2024,55.93,22.25,57.94,20.93,,,,,,,,,,,,,,
12/5/2024,56.51,23.21,58.86,21.47,,,,,,,,,,,,,,
12/6/2024,56.6,23,58.67,21.43,,,,,,,,,,,,,,
12/9/2024,58.05,23.04,58.67,21.31,,,,,,,,,,,,,,
12/10/2024,57.76,23.25,58.49,21.18,,,,,,,,,,,,,,
12/11/2024,57.28,23.12,58.76,21.22,,,,,,,,,,,,,,
12/12/2024,56.32,22.92,59.13,21.14,,,,,,,,,,,,,,
12/13/2024,54.68,22.67,58.76,21.01,,,,,,,,,,,,,,
12/16/2024,56.03,22.5,59.5,21.01,,,,,,,,,,,,,,
12/17/2024,56.8,22.5,59.13,21.05,,,,,,,,,,,,,,
12/18/2024,56.99,22.79,59.22,21.01,,,,,,,,,,,,,,
12/19/2024,56.8,22.37,58.49,20.72,,,,,,,,,,,,,,
12/20/2024,57.67,22.25,59.5,20.72,,,,,,,,,,,,,,
12/23/2024,58.82,22.5,58.95,20.8,,,,,,,,,,,,,,
12/24/2024,58.53,22.25,58.86,20.89,,,,,,,,,,,,,,
12/25/2024,56.22,22.62,58.95,21.26,,,,,,,,,,,,,,
12/26/2024,56.41,22.5,58.86,21.35,,,,,,,,,,,,,,
12/27/2024,55.45,22.37,58.86,21.35,,,,,,,,,,,,,,
12/30/2024,55.45,22.29,58.4,21.22,,,,,,,,,,,,,,
12/31/2024,55.54,22.21,58.49,21.56,,,,,,,,,,,,,,
1/2/2025,56.89,22.5,58.21,21.39,,,,,,,,,,,,,,
1/3/2025,56.51,22.17,58.12,20.97,,,,,,,,,,,,,,
1/6/2025,55.74,21.71,57.66,20.72,,,,,,,,,,,,,,
1/7/2025,56.41,21.71,56.92,20.89,,,,,,,,,,,,,,
1/8/2025,56.22,21.87,56.92,20.89,,,,,,,,,,,,,,
1/9/2025,57.38,21.67,57.01,20.85,,,,,,,,,,,,,,
1/10/2025,57.38,21.29,56.55,20.64,,,,,,,,,,,,,,
1/13/2025,56.51,21.58,56.64,20.68,,,,,,,,,,,,,,
1/14/2025,57.38,21.54,56.83,20.6,,,,,,,,,,,,,,
1/15/2025,58.82,21.83,56.92,20.8,,,,,,,,,,,,,,
1/16/2025,58.15,21.92,57.1,20.76,,,,,,,,,,,,,,
1/17/2025,59.79,22.08,57.2,20.85,,,,,,,,,,,,,,
1/20/2025,58.82,22.04,57.1,20.89,,,,,,,,,,,,,,
1/21/2025,57.28,21.92,57.01,20.85,,,,,,,,,,,,,,
1/22/2025,56.32,21.79,56.83,20.76,,,,,,,,,,,,,,
1/23/2025,56.6,22.21,57.2,21.14,,,,,,,,,,,,,,
1/24/2025,56.32,22.12,57.38,21.18,,,,,,,,,,,,,,
2/3/2025,55.83,22,55.81,20.97,,,,,,,,,,,,,,
2/4/2025,56.89,22.37,55.54,21.1,,,,,,,,,,,,,,
2/5/2025,56.32,22.33,56.74,21.22,,,,,,,,,,,,,,
2/6/2025,56.89,22.33,56,21.31,,,,,,,,,,,,,,
2/7/2025,57.28,22.21,56.09,21.47,,,,,,,,,,,,,,
2/10/2025,56.41,21.17,55.91,21.56,,,,,,,,,,,,,,
2/11/2025,57.86,21.75,55.72,21.6,,,,,,,,,,,,,,
2/12/2025,57.28,21.54,56.27,21.43,,,,,,,,,,,,,,
2/13/2025,57.86,21.58,56,21.47,,,,,,,,,,,,,,
2/14/2025,57.67,21.75,55.63,21.51,,,,,,,,,,,,,,
2/17/2025,58.34,21.79,55.35,21.56,,,,,,,,,,,,,,
2/18/2025,58.05,22.12,55.63,21.51,,,,,,,,,,,,,,
2/19/2025,56.8,22.08,56.09,21.56,,,,,,,,,,,,,,
2/20/2025,56.6,22.12,56,21.68,,,,,,,,,,,,,,
2/21/2025,56.6,22.04,56.64,21.89,,,,,,,,,,,,,,
2/24/2025,56.51,23.08,58.86,21.85,,,,,,,,,,,,,,
2/25/2025,56.22,22.92,58.03,21.72,,,,,,,,,,,,,,
2/26/2025,56.89,23.12,58.21,21.68,,,,,,,,,,,,,,
2/27/2025,56.6,23.71,57.38,21.81,,,,,,,,,,,,,,
2/28/2025,56.12,23.33,57.38,21.72,,,,,,,,,,,,,,
3/3/2025,56.32,23.37,58.3,21.72,,,,,,,,,,,,,,
3/4/2025,55.93,23.21,58.58,21.85,,,,,,,,,,,,,,
3/5/2025,55.74,22.96,57.84,21.85,,,,,,,,,,,,,,
3/6/2025,55.93,23.29,58.03,22.06,,,,,,,,,,,,,,
3/7/2025,55.74,23.37,57.84,22.27,,,,,,,,,,,,,,
3/10/2025,55.16,23.29,57.66,22.1,,,,,,,,,,,,,,
3/11/2025,55.16,23.46,57.57,22.1,,,,,,,,,,,,,,
3/12/2025,55.54,23.17,57.38,21.97,,,,,,,,,,,,,,
3/13/2025,55.54,23.08,57.2,21.81,,,,,,,,,,,,,,
3/14/2025,55.16,22.96,57.29,21.72,,,,,,,,,,,,,,
3/17/2025,54.97,23.21,58.12,21.89,,,,,,,,,,,,,,
3/18/2025,54.87,23,57.66,21.97,,,,,,,,,,,,,,
3/19/2025,56.32,22.71,57.47,21.89,,,,,,,,,,,,,,
3/20/2025,56.12,22.62,57.01,21.93,,,,,,,,,,,,,,
3/21/2025,55.93,22.62,56.55,21.81,,,,,,,,,,,,,,
3/24/2025,53.81,22.62,56.64,22.02,,,,,,,,,,,,,,
3/25/2025,52.84,22.67,56.64,21.97,,,,,,,,,,,,,,
3/26/2025,53.52,22.96,56.46,21.85,,,,,,,,,,,,,,
3/27/2025,53.52,22.92,56.37,21.72,,,,,,,,,,,,,,
3/28/2025,52.94,22.62,55.63,21.68,,,,,,,,,,,,,,
3/31/2025,52.07,22.29,55.91,21.72,,,,,,,,,,,,,,
4/1/2025,52.07,22.5,56.09,21.76,,,,,,,,,,,,,,
4/2/2025,51.59,22.71,55.81,21.68,,,,,,,,,,,,,,
4/3/2025,48.02,21.12,52.12,20.18,,,,,,,,,,,,,,
4/4/2025,46.29,20.5,53.97,19.88,,,,,,,,,,,,,,
4/8/2025,43.06,19.08,50.28,18.51,,,,,,,,,,,,,,
4/9/2025,44.16,17.75,47.97,18.21,,,,,,,,,,,,,,
4/10/2025,47.25,18.96,51.29,19.47,,,,,,,,,,,,,,
4/11/2025,48.22,20.25,53.05,20.76,,,,,,,,,,,,,,
4/14/2025,48.41,21.12,52.49,20.72,,,,,,,,,,,,,,
4/15/2025,48.31,21.54,51.94,20.14,,,,,,,,,,,,,,
4/16/2025,47.59,21.25,51.66,20.3,,,,,,,,,,,,,,
4/17/2025,47.4,21.25,51.66,20.3,,,,,,,,,,,,,,
4/18/2025,48.02,21.21,52.22,20.47,,,,,,,,,,,,,,
4/21/2025,47.73,20.79,52.31,20.14,,,,,,,,,,,,,,
4/22/2025,45.8,20.87,51.66,20.14,,,,,,,,,,,,,,
4/23/2025,46.19,21.29,52.03,20.55,,,,,,,,,,,,,,
4/24/2025,46.19,21.33,51.94,20.18,,,,,,,,,,,,,,
4/25/2025,46.14,21.42,53.78,19.97,,,,,,,,,,,,,,
4/28/2025,46.38,21.37,53.05,20.01,,,,,,,,,,,,,,
4/29/2025,47.73,21.25,53.14,20.09,,,,,,,,,,,,,,
5/5/2025,48.6,21.42,52.49,20.09,,,,,,,,,,,,,,
5/6/2025,48.79,21.21,52.49,20.05,,,,,,,,,,,,,,
5/7/2025,48.7,21.17,52.77,20.05,,,,,,,,,,,,,,
5/8/2025,49.28,21.42,52.95,20.18,,,,,,,,,,,,,,
5/9/2025,48.79,21.37,53.23,20.18,,,,,,,,,,,,,,
5/12/2025,48.5,21.17,54.06,20.39,,,,,,,,,,,,,,
5/13/2025,48.07,21.5,53.97,20.55,,,,,,,,,,,,,,
5/14/2025,48.12,21.79,53.68,20.72,,,,,,,,,,,,,,
5/15/2025,47.97,21.79,54.26,21.35,,,,,,,,,,,,,,
5/16/2025,48.6,21.5,53.68,21.26,,,,,,,,,,,,,,
5/19/2025,48.99,21.37,53.49,21.22,,,,,,,,,,,,,,
5/20/2025,49.57,21.37,53.4,21.39,,,,,,,,,,,,,,
5/21/2025,49.47,21.46,52.92,21.43,,,,,,,,,,,,,,
5/22/2025,48.99,21.37,52.54,21.35,,,,,,,,,,,,,,
5/23/2025,49.66,21.33,52.82,21.6,,,,,,,,,,,,,,
5/26/2025,49.95,21.29,53.2,21.5,,,,,,,,,,,,,,
5/27/2025,50.14,21.29,52.92,21.45,,,,,,,,,,,,,,
5/28/2025,50.14,21.33,52.73,21.4,,,,,,,,,,,,,,
5/29/2025,50.34,21.29,52.63,21.3,,,,,,,,,,,,,,
5/30/2025,50.14,21.46,52.44,21.1,,,,,,,,,,,,,,
6/2/2025,50.72,21.29,52.15,21.1,,,,,,,,,,,,,,
6/3/2025,51.78,21.67,53.01,21.25,,,,,,,,,,,,,,
6/4/2025,54,21.62,54.35,21.1,,,,,,,,,,,,,,
6/5/2025,52.27,21.46,53.78,21,,,,,,,,,,,,,,
6/6/2025,51.78,21.71,52.82,21,,,,,,,,,,,,,,
6/9/2025,51.88,21.92,52.82,20.95,,,,,,,,,,,,,,
6/10/2025,52.07,21.83,52.82,20.95,,,,,,,,,,,,,,
6/11/2025,51.88,21.75,52.73,20.95,,,,,,,,,,,,,,
6/12/2025,52.17,22.33,53.4,21.05,,,,,,,,,,,,,,
6/13/2025,52.65,22,53.01,21.05,,,,,,,,,,,,,,
6/16/2025,53.23,22.29,53.78,21.3,,,,,,,,,,,,,,
6/17/2025,52.94,22.37,53.68,21.2,,,,,,,,,,,,,,
6/18/2025,53.04,22.62,53.49,21.3,,,,,,,,,,,,,,
6/19/2025,53.23,22.42,53.59,21.3,,,,,,,,,,,,,,
6/20/2025,54.48,22.5,54.06,21.45,,,,,,,,,,,,,,
6/23/2025,54.68,22.37,53.4,21.35,,,,,,,,,,,,,,
6/24/2025,53.9,22.5,53.87,21.3,,,,,,,,,,,,,,
6/25/2025,54.19,22.67,54.26,21.25,,,,,,,,,,,,,,
6/26/2025,54.1,22.8,53.87,21.2,,,,,,,,,,,,,,
6/27/2025,54,22.85,55.21,21.2,,,,,,,,,,,,,,
6/30/2025,53.7,22.7,55.4,21.3,,,,,,,,,,,,,,
7/1/2025,54.2,22.65,54.92,21.3,,,,,,,,,,,,,,
7/2/2025,54.3,22.9,55.12,21.3,,,,,,,,,,,,,,
7/3/2025,54.5,23.1,54.92,21.4,,,,,,,,,,,,,,
7/4/2025,54.5,23.25,55.21,21.85,,,,,,,,,,,,,,
7/7/2025,54.3,23.6,55.31,22.25,,,,,,,,,,,,,,
7/8/2025,54.2,24.7,56.36,22.25,,,,,,,,,,,,,,
7/9/2025,54.4,24.75,57.5,22.45,,,,,,,,,,,,,,
7/10/2025,54.7,25.15,57.03,22.55,,,,,,,,,,,,,,
7/11/2025,54.6,26,57.12,22.7,,,,,,,,,,,,,,
7/14/2025,54.8,25.75,57.6,22.7,,,,,,,,,,,,,,
7/15/2025,55.9,25.5,57.41,22.45,,,,,,,,,,,,,,
7/16/2025,55.3,26.1,57.41,22.45,,,,,,,,,,,,,,
7/17/2025,55.1,26,57.41,22.45,,,,,,,,,,,,,,
7/18/2025,55.3,25.9,57.5,22.65,,,,,,,,,,,,,,
7/21/2025,55,26.2,57.31,22.85,,,,,,,,,,,,,,
7/22/2025,55.1,26.45,57.5,22.9,,,,,,,,,,,,,,
7/23/2025,55.3,26.4,58.94,23,,,,,,,,,,,,,,
7/24/2025,55.1,26,60.85,23.2,,,,,,,,,,,,,,
7/25/2025,55,26.05,60.37,23.6,,,,,,,,,,,,,,
7/28/2025,56.3,26.35,60.46,23.85,,,,,,,,,,,,,,
7/29/2025,55.2,25.35,60.37,22.75,,,,,,,,,,,,,,
7/30/2025,55.5,25.4,60.08,23,,,,,,,,,,,,,,
7/31/2025,55.3,24.95,58.46,23,,,,,,,,,,,,,,
8/1/2025,55.3,25.15,57.31,23,,,,,,,,,,,,,,
8/4/2025,55.2,25.3,57.69,23.3,,,,,,,,,,,,,,
8/5/2025,54.8,26.4,57.41,23.45,,,,,,,,,,,,,,
8/6/2025,55.2,27.1,58.55,24.2,,,,,,,,,,,,,,
8/7/2025,54.9,28.5,58.17,24.4,,,,,,,,,,,,,,
8/8/2025,54.8,28,58.08,24.25,,,,,,,,,,,,,,
8/11/2025,54.8,28.15,58.74,24.4,,,,,,,,,,,,,,
8/12/2025,54.7,28.5,59.03,24.25,,,,,,,,,,,,,,
8/13/2025,55.5,28.1,58.36,24.5,,,,,,,,,,,,,,
8/14/2025,55,28.2,58.94,26.2,,,,,,,,,,,,,,
8/15/2025,54.9,28,58.27,26.55,,,,,,,,,,,,,,
8/18/2025,54.7,28.4,57.98,27.05,,,,,,,,,,,,,,
8/19/2025,54.8,28.15,57.79,28.45,,,,,,,,,,,,,,
8/20/2025,54.7,27.4,57.31,28,,,,,,,,,,,,,,
8/21/2025,54.7,27.4,57.41,29.45,,,,,,,,,,,,,,
8/22/2025,54.5,26,56.07,27.85,,,,,,,,,,,,,,
8/25/2025,53.5,25.95,56.07,26.2,,,,,,,,,,,,,,
8/26/2025,52.6,27.2,57.03,27.35,,,,,,,,,,,,,,
8/27/2025,52.8,26.75,57.79,27.65,,,,,,,,,,,,,,
8/28/2025,53,27.1,58.27,27.55,,,,,,,,,,,,,,
8/29/2025,53,27.5,57.6,27.8,,,,,,,,,,,,,,
9/3/2025,53,28.15,58.74,27.5,,,,,,,,,,,,,,
9/4/2025,53.3,29.85,59.03,27.65,,,,,,,,,,,,,,
9/5/2025,53.4,28.8,58.17,27.15,,,,,,,,,,,,,,
9/8/2025,53.3,28.9,57.89,26.55,,,,,,,,,,,,,,
9/9/2025,52.9,28.85,57.6,26.55,,,,,,,,,,,,,,
9/10/2025,53.5,28.85,57.12,26.55,,,,,,,,,,,,,,
9/11/2025,53.8,29.15,58.46,26.2,,,,,,,,,,,,,,
9/12/2025,53.8,30,60.37,26.3,,,,,,,,,,,,,,
9/15/2025,54,30.35,60.27,26.4,,,,,,,,,,,,,,
9/16/2025,54.2,29.95,61.8,26.4,,,,,,,,,,,,,,
9/17/2025,54.1,29.2,62.18,26.15,,,,,,,,,,,,,,
9/18/2025,54.1,29.15,60.75,25.55,,,,,,,,,,,,,,
9/19/2025,54.1,29.25,59.22,25.35,,,,,,,,,,,,,,
9/22/2025,53.9,28.4,58.65,25.15,,,,,,,,,,,,,,
9/23/2025,54,28.65,58.84,25.35,,,,,,,,,,,,,,
9/24/2025,54,29.05,59.22,26,,,,,,,,,,,,,,
9/25/2025,54.4,28.8,58.74,25.65,,,,,,,,,,,,,,
9/26/2025,53.6,28.55,58.36,25.65,,,,,,,,,,,,,,
9/29/2025,53.8,28.6,57.6,25.6,,,,,,,,,,,,,,
9/30/2025,53.9,28.15,57.31,25.5,,,,,,,,,,,,,,
10/1/2025,54,28.3,59.32,25.8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
