time,rf,rm,,,,,,,,
30/05/2024,0.000116032,-0.004966055,,,,,,,,
31/05/2024,0.0001153,-0.003632573,,,,,,,,
03/06/2024,0.000114567,0.014488159,,,,,,,,
04/06/2024,0.000113873,0.00275,,,,,,,,
05/06/2024,0.000113989,0.000646659,,,,,,,,
06/06/2024,0.000114066,-0.000615097,,,,,,,,
07/06/2024,0.000113757,0.003131914,,,,,,,,
10/06/2024,0.000114567,0.002399851,,,,,,,,
11/06/2024,0.000114953,-0.004850194,,,,,,,,
12/06/2024,0.000114683,0.012285797,,,,,,,,
13/06/2024,0.000113719,0.001015236,,,,,,,,
14/06/2024,0.000113487,-0.016596108,,,,,,,,
17/06/2024,0.000113564,-0.004015907,,,,,,,,
18/06/2024,0.000113719,0.003710473,,,,,,,,
19/06/2024,0.000113063,0.000226651,,,,,,,,
20/06/2024,0.00011152,0.001961259,,,,,,,,
21/06/2024,0.000112021,-0.000218358,,,,,,,,
24/06/2024,0.000112677,-0.021762531,,,,,,,,
25/06/2024,0.0001126,0.001945587,,,,,,,,
26/06/2024,0.00011341,0.003724454,,,,,,,,
27/06/2024,0.000113024,-0.001704672,,,,,,,,
28/06/2024,0.00011287,-0.01093647,,,,,,,,
01/07/2024,0.000112754,0.00741978,,,,,,,,
02/07/2024,0.000112484,0.012139714,,,,,,,,
03/07/2024,0.00011179,0.005559974,,,,,,,,
04/07/2024,0.000112369,0.002380859,,,,,,,,
05/07/2024,0.000112446,0.002461149,,,,,,,,
08/07/2024,0.000112793,0.000405287,,,,,,,,
09/07/2024,0.000113217,0.007907694,,,,,,,,
10/07/2024,0.000112986,-0.006005983,,,,,,,,
11/07/2024,0.000113063,-0.001664152,,,,,,,,
12/07/2024,0.000113217,-0.002375759,,,,,,,,
15/07/2024,0.000113487,-0.000726137,,,,,,,,
16/07/2024,0.00011341,0.001062649,,,,,,,,
17/07/2024,0.000113526,-0.009772241,,,,,,,,
18/07/2024,0.000113603,0.004555988,,,,,,,,
19/07/2024,0.000113256,-0.0075798,,,,,,,,
22/07/2024,0.000113564,-0.008017205,,,,,,,,
23/07/2024,0.00011341,-0.018196455,,,,,,,,
24/07/2024,0.000113757,0.005406678,,,,,,,,
25/07/2024,0.000112716,-0.004263325,,,,,,,,
26/07/2024,0.000113333,0.007233273,,,,,,,,
29/07/2024,0.000113564,0.003614817,,,,,,,,
30/07/2024,0.000113256,-0.00123536,,,,,,,,
31/07/2024,0.000113179,0.005180473,,,,,,,,
01/08/2024,0.000112677,-0.019616304,,,,,,,,
02/08/2024,0.00011341,0.007856817,,,,,,,,
05/08/2024,0.00011314,-0.039244703,,,,,,,,
06/08/2024,0.000112214,0.018694185,,,,,,,,
07/08/2024,0.000111983,0.004627028,,,,,,,,
08/08/2024,0.000111636,-0.006217719,,,,,,,,
09/08/2024,0.000112214,0.012678761,,,,,,,,
12/08/2024,0.000111636,0.005426433,,,,,,,,
13/08/2024,0.000111481,0.000113795,,,,,,,,
14/08/2024,0.00011125,-4.87638E-05,,,,,,,,
15/08/2024,0.000111327,-0.005526838,,,,,,,,
16/08/2024,0.000111057,0.023431626,,,,,,,,
19/08/2024,0.00011125,0.007498622,,,,,,,,
20/08/2024,0.000110825,0.008663464,,,,,,,,
21/08/2024,0.000110671,0.009036973,,,,,,,,
22/08/2024,0.000110092,-0.000989058,,,,,,,,
23/08/2024,0.000110516,0.001980075,,,,,,,,
26/08/2024,0.000110169,-0.004123487,,,,,,,,
27/08/2024,0.000110401,0.000421868,,,,,,,,
28/08/2024,0.000110709,0.000687199,,,,,,,,
29/08/2024,0.000110478,2.34112E-05,,,,,,,,
30/08/2024,0.000110748,0.001872849,,,,,,,,
04/09/2024,0.000110594,-0.006285683,,,,,,,,
05/09/2024,0.00011098,-0.005949208,,,,,,,,
06/09/2024,0.000110632,0.004533949,,,,,,,,
09/09/2024,0.000109899,-0.004890263,,,,,,,,
10/09/2024,0.000109899,-0.009860144,,,,,,,,
11/09/2024,0.000109937,-0.001561467,,,,,,,,
12/09/2024,0.000109629,0.002457571,,,,,,,,
13/09/2024,0.000109667,-0.003693238,,,,,,,,
16/09/2024,0.000109551,-0.009946393,,,,,,,,
17/09/2024,0.000108934,0.015888514,,,,,,,,
18/09/2024,0.000109629,0.004726161,,,,,,,,
19/09/2024,0.000109049,0.005035971,,,,,,,,
20/09/2024,0.00010847,0.000605694,,,,,,,,
23/09/2024,0.000108316,-0.002798654,,,,,,,,
24/09/2024,0.000108045,0.006708817,,,,,,,,
25/09/2024,0.000108316,0.00821463,,,,,,,,
26/09/2024,0.000108007,0.003114611,,,,,,,,
27/09/2024,0.000107659,-0.000441351,,,,,,,,
30/09/2024,0.000108354,-0.002308431,,,,,,,,
01/10/2024,0.0001082,0.003307607,,,,,,,,
02/10/2024,0.0001082,-0.003374091,,,,,,,,
03/10/2024,0.000108161,-0.007563051,,,,,,,,
04/10/2024,0.000108354,-0.005868085,,,,,,,,
07/10/2024,0.000108123,-0.00052731,,,,,,,,
08/10/2024,0.000108007,0.001614262,,,,,,,,
09/10/2024,0.000108007,0.007759556,,,,,,,,
10/10/2024,0.000107427,0.003518352,,,,,,,,
11/10/2024,0.00010793,0.001578096,,,,,,,,
14/10/2024,0.000108045,-0.001591133,,,,,,,,
15/10/2024,0.000108007,-0.004089121,,,,,,,,
16/10/2024,0.000107775,-0.001248946,,,,,,,,
17/10/2024,0.000107891,0.005502235,,,,,,,,
18/10/2024,0.000107968,-0.000823928,,,,,,,,
21/10/2024,0.000108277,-0.004426431,,,,,,,,
22/10/2024,0.000109049,-0.007720137,,,,,,,,
23/10/2024,0.000109551,0.000795344,,,,,,,,
24/10/2024,0.000109513,-0.010614525,,,,,,,,
25/10/2024,0.000109436,-0.003729889,,,,,,,,
28/10/2024,0.000109165,0.001636439,,,,,,,,
29/10/2024,0.000109281,0.005586681,,,,,,,,
30/10/2024,0.000109281,-0.002496473,,,,,,,,
31/10/2024,0.000109513,0.004647911,,,,,,,,
01/11/2024,0.000110208,-0.007584145,,,,,,,,
04/11/2024,0.000110323,-0.008112265,,,,,,,,
05/11/2024,0.000110632,0.00084357,,,,,,,,
06/11/2024,0.000110555,0.012458258,,,,,,,,
07/11/2024,0.000111597,-0.001213053,,,,,,,,
08/11/2024,0.00011125,-0.005707482,,,,,,,,
11/11/2024,0.000111558,-0.001788337,,,,,,,,
12/11/2024,0.000111443,-0.004398874,,,,,,,,
13/11/2024,0.000111558,0.000980061,,,,,,,,
14/11/2024,0.000111906,-0.011355976,,,,,,,,
15/11/2024,0.000111867,-0.010812654,,,,,,,,
18/11/2024,0.000111867,-0.001189919,,,,,,,,
19/11/2024,0.000111867,-0.009834692,,,,,,,,
20/11/2024,0.000112176,0.009451106,,,,,,,,
21/11/2024,0.00011233,0.00969142,,,,,,,,
22/11/2024,0.000112291,-0.000187246,,,,,,,,
25/11/2024,0.000112291,0.005374155,,,,,,,,
26/11/2024,0.000111983,0.006017656,,,,,,,,
27/11/2024,0.000112291,-0.000128811,,,,,,,,
28/11/2024,0.00011233,0.000112724,,,,,,,,
29/11/2024,0.000112253,0.006722432,,,,,,,,
02/12/2024,0.000111674,0.000599779,,,,,,,,
03/12/2024,0.000112986,-0.001102932,,,,,,,,
04/12/2024,0.000113757,-0.007537025,,,,,,,,
05/12/2024,0.000113719,0.021863739,,,,,,,,
06/12/2024,0.00011368,0.002059123,,,,,,,,
09/12/2024,0.000113873,0.002913065,,,,,,,,
10/12/2024,0.00011368,-0.001389499,,,,,,,,
11/12/2024,0.000114066,-0.002523446,,,,,,,,
12/12/2024,0.000115492,-0.001190045,,,,,,,,
13/12/2024,0.000115647,-0.00377165,,,,,,,,
16/12/2024,0.000116263,0.000966283,,,,,,,,
17/12/2024,0.000116726,-0.00163793,,,,,,,,
18/12/2024,0.000116918,0.003392195,,,,,,,,
19/12/2024,0.00012154,-0.008949447,,,,,,,,
20/12/2024,0.000121039,0.002255573,,,,,,,,
23/12/2024,0.000120693,0.004182903,,,,,,,,
24/12/2024,0.000121886,-0.001900599,,,,,,,,
25/12/2024,0.000122002,0.010854042,,,,,,,,
26/12/2024,0.000122002,-0.000918339,,,,,,,,
27/12/2024,0.000121501,0.001783371,,,,,,,,
30/12/2024,0.000121694,-0.00244679,,,,,,,,
31/12/2024,0.000121848,-0.004119432,,,,,,,,
02/01/2025,0.000121463,0.002312951,,,,,,,,
03/01/2025,0.000121655,-0.011908231,,,,,,,,
06/01/2025,0.000120847,-0.006567883,,,,,,,,
07/01/2025,0.000120886,0.000481406,,,,,,,,
08/01/2025,0.000121617,0.003263964,,,,,,,,
09/01/2025,0.000120963,-0.004196576,,,,,,,,
10/01/2025,0.000123195,-0.012273534,,,,,,,,
13/01/2025,0.000124579,0.004201612,,,,,,,,
14/01/2025,0.000124656,-0.005325133,,,,,,,,
15/01/2025,0.000125233,0.005784862,,,,,,,,
16/01/2025,0.000124695,0.004999272,,,,,,,,
17/01/2025,0.000124079,0.005433208,,,,,,,,
20/01/2025,0.000123349,0.000352251,,,,,,,,
21/01/2025,0.000123733,-0.002768997,,,,,,,,
22/01/2025,0.000122925,-0.002856936,,,,,,,,
23/01/2025,0.000120963,0.013762243,,,,,,,,
24/01/2025,0.000121424,0.004302851,,,,,,,,
03/02/2025,0.000121925,-0.009501601,,,,,,,,
04/02/2025,0.000121732,0.009297463,,,,,,,,
05/02/2025,0.000121309,0.003898219,,,,,,,,
06/02/2025,0.000122656,0.001472893,,,,,,,,
07/02/2025,0.000122233,0.002925724,,,,,,,,
10/02/2025,0.000124003,-0.009363237,,,,,,,,
11/02/2025,0.000124464,0.004108418,,,,,,,,
12/02/2025,0.000125464,-0.00121408,,,,,,,,
13/02/2025,0.000126195,0.002715268,,,,,,,,
14/02/2025,0.000125618,0.004510568,,,,,,,,
17/02/2025,0.000125925,-0.002633064,,,,,,,,
18/02/2025,0.000125925,0.004258596,,,,,,,,
19/02/2025,0.000125964,0.008152472,,,,,,,,
20/02/2025,0.000125618,0.003430186,,,,,,,,
21/02/2025,0.000125464,0.002915745,,,,,,,,
24/02/2025,0.000126195,0.006022749,,,,,,,,
25/02/2025,0.000125502,-0.001073159,,,,,,,,
26/02/2025,0.000125656,-0.000153473,,,,,,,,
27/02/2025,0.000123733,0.003714619,,,,,,,,
28/02/2025,0.000124195,-0.001865729,,,,,,,,
03/03/2025,0.000124579,0.00307195,,,,,,,,
04/03/2025,0.000124195,0.001939864,,,,,,,,
05/03/2025,0.000121925,-0.005488181,,,,,,,,
06/03/2025,0.00012,0.010354791,,,,,,,,
07/03/2025,0.000119884,0.005939828,,,,,,,,
10/03/2025,0.000119769,0.003189925,,,,,,,,
11/03/2025,0.00012,0.00169889,,,,,,,,
12/03/2025,0.000119923,0.001403335,,,,,,,,
13/03/2025,0.000119114,-0.006100074,,,,,,,,
14/03/2025,0.000120038,-9.04793E-05,,,,,,,,
17/03/2025,0.000119422,0.007623572,,,,,,,,
18/03/2025,0.000119615,-0.00395881,,,,,,,,
19/03/2025,0.000119846,-0.004763443,,,,,,,,
20/03/2025,0.000119422,-0.000528449,,,,,,,,
21/03/2025,0.000119345,-0.00154842,,,,,,,,
24/03/2025,0.000119961,0.006384846,,,,,,,,
25/03/2025,0.000120347,0.001202718,,,,,,,,
26/03/2025,0.000120501,-0.00437714,,,,,,,,
27/03/2025,0.000120501,-0.00171934,,,,,,,,
28/03/2025,0.000119846,-0.004796761,,,,,,,,
31/03/2025,0.000119576,-0.008045785,,,,,,,,
01/04/2025,0.000119807,0.00801157,,,,,,,,
02/04/2025,0.000119923,0.000379556,,,,,,,,
03/04/2025,0.000123195,-0.066768855,,,,,,,,
04/04/2025,0.000121925,-0.015587393,,,,,,,,
08/04/2025,0.000123156,-0.064328017,,,,,,,,
09/04/2025,0.000123041,-0.033978054,,,,,,,,
10/04/2025,0.000122464,0.067659691,,,,,,,,
11/04/2025,0.000122887,0.046322132,,,,,,,,
14/04/2025,0.000122925,0.01552607,,,,,,,,
15/04/2025,0.000122887,-0.010995296,,,,,,,,
16/04/2025,0.000122156,-0.014245107,,,,,,,,
17/04/2025,0.000122694,0.005742378,,,,,,,,
18/04/2025,0.00012281,0.00153625,,,,,,,,
21/04/2025,0.00012331,-0.009884179,,,,,,,,
22/04/2025,0.000122925,-0.008234817,,,,,,,,
23/04/2025,0.000123041,0.011586043,,,,,,,,
24/04/2025,0.000124387,0.010198183,,,,,,,,
25/04/2025,0.000124118,0.004806474,,,,,,,,
28/04/2025,0.000124849,-0.001976847,,,,,,,,
29/04/2025,0.000124849,-0.000407564,,,,,,,,
05/05/2025,0.000125426,0.011212591,,,,,,,,
06/05/2025,0.000125156,0.001532196,,,,,,,,
07/05/2025,0.000124733,0.006779661,,,,,,,,
08/05/2025,0.000125387,0.0155394,,,,,,,,
09/05/2025,0.000125349,-0.001968814,,,,,,,,
12/05/2025,0.000124349,0.012593703,,,,,,,,
13/05/2025,0.000123964,0.007925128,,,,,,,,
14/05/2025,0.000124349,0.012602151,,,,,,,,
15/05/2025,0.000123733,0.002649401,,,,,,,,
16/05/2025,0.000123926,-0.008993299,,,,,,,,
19/05/2025,0.000124464,-0.003918887,,,,,,,,
20/05/2025,0.000124079,0.014549214,,,,,,,,
21/05/2025,0.000124233,0.006006919,,,,,,,,
22/05/2025,0.000124464,-0.006961188,,,,,,,,
23/05/2025,0.000124003,0.000471899,,,,,,,,
26/05/2025,0.000124887,0.013731875,,,,,,,,
27/05/2025,0.000125118,0.005478383,,,,,,,,
28/05/2025,0.000124887,0.001537531,,,,,,,,
29/05/2025,0.00012531,-7.45229E-06,,,,,,,,
30/05/2025,0.000125772,-0.006900869,,,,,,,,
02/06/2025,0.00012631,0.002776527,,,,,,,,
03/06/2025,0.000126348,0.008194268,,,,,,,,
04/06/2025,0.000126733,-0.001120802,,,,,,,,
05/06/2025,0.000127271,-0.002712262,,,,,,,,
06/06/2025,0.000127002,-0.009090299,,,,,,,,
09/06/2025,0.000127425,-0.014527517,,,,,,,,
10/06/2025,0.000127655,0.004318732,,,,,,,,
11/06/2025,0.000127617,-0.000782538,,,,,,,,
12/06/2025,0.000127732,0.005923054,,,,,,,,
13/06/2025,0.000127694,-0.005668977,,,,,,,,
16/06/2025,0.000127847,0.017195114,,,,,,,,
17/06/2025,0.000127963,0.007159352,,,,,,,,
18/06/2025,0.00012827,-0.000638129,,,,,,,,
19/06/2025,0.000128462,0.003868343,,,,,,,,
20/06/2025,0.000129115,-0.001989586,,,,,,,,
23/06/2025,0.000129423,0.006543892,,,,,,,,
24/06/2025,0.00012973,0.00632464,,,,,,,,
25/06/2025,0.000129231,-1.4633E-05,,,,,,,,
26/06/2025,0.000129038,-0.000790196,,,,,,,,
27/06/2025,0.00012973,0.004225032,,,,,,,,
30/06/2025,0.000130191,0.003376014,,,,,,,,
01/07/2025,0.000129499,0.001286272,,,,,,,,
02/07/2025,0.00013046,0.004898972,,,,,,,,
03/07/2025,0.000130498,-0.001899479,,,,,,,,
04/07/2025,0.000130536,0.003625286,,,,,,,,
07/07/2025,0.00013046,0.010879832,,,,,,,,
08/07/2025,0.000130498,0.009557366,,,,,,,,
09/07/2025,0.00013046,0.011204838,,,,,,,,
10/07/2025,0.000130498,0.010004751,,,,,,,,
11/07/2025,0.000130844,0.00838383,,,,,,,,
14/07/2025,0.000130767,0.008684557,,,,,,,,
15/07/2025,0.000130844,-0.00664436,,,,,,,,
16/07/2025,0.000131112,0.010146168,,,,,,,,
17/07/2025,0.000132763,0.009854487,,,,,,,,
18/07/2025,0.00013261,0.004879162,,,,,,,,
21/07/2025,0.000132686,-0.008168145,,,,,,,,
22/07/2025,0.000132763,0.016491027,,,,,,,,
23/07/2025,0.000133799,0.001834996,,,,,,,,
24/07/2025,0.000134183,0.005759401,,,,,,,,
25/07/2025,0.000133991,0.006646855,,,,,,,,
28/07/2025,0.000133761,0.017170325,,,,,,,,
29/07/2025,0.000133761,-0.041100024,,,,,,,,
30/07/2025,0.00013426,0.009521833,,,,,,,,
31/07/2025,0.000134528,-0.003389426,,,,,,,,
01/08/2025,0.000135066,-0.00486516,,,,,,,,
04/08/2025,0.000135066,0.022057102,,,,,,,,
05/08/2025,0.000135066,0.012406834,,,,,,,,
06/08/2025,0.000135334,0.017167049,,,,,,,,
07/08/2025,0.000136638,0.005147073,,,,,,,,
08/08/2025,0.000136216,0.001985068,,,,,,,,
11/08/2025,0.00013637,0.007514433,,,,,,,,
12/08/2025,0.000136408,0.007113961,,,,,,,,
13/08/2025,0.000136638,0.002101703,,,,,,,,
14/08/2025,0.000138478,0.018050385,,,,,,,,
15/08/2025,0.000138823,-0.006515551,,,,,,,,
18/08/2025,0.000138631,0.003907975,,,,,,,,
19/08/2025,0.000138938,0.010896069,,,,,,,,
20/08/2025,0.000138861,0.006141942,,,,,,,,
21/08/2025,0.000141083,0.014203658,,,,,,,,
22/08/2025,0.000143113,-0.025195498,,,,,,,,
25/08/2025,0.000143266,-0.019107003,,,,,,,,
26/08/2025,0.000143764,0.0332088,,,,,,,,
27/08/2025,0.000143802,0.003088215,,,,,,,,
28/08/2025,0.000143611,0.004830283,,,,,,,,
29/08/2025,0.000143764,0.00080316,,,,,,,,
03/09/2025,0.000143917,-0.000540955,,,,,,,,
04/09/2025,0.000143917,0.00891572,,,,,,,,
05/09/2025,0.000142807,-0.01728478,,,,,,,,
08/09/2025,0.000142807,-0.025459366,,,,,,,,
09/09/2025,0.000143036,0.007873046,,,,,,,,
10/09/2025,0.000143419,0.00362788,,,,,,,,
11/09/2025,0.000143764,0.008817838,,,,,,,,
12/09/2025,0.000143993,0.005736691,,,,,,,,
15/09/2025,0.000143802,0.010580233,,,,,,,,
16/09/2025,0.000143802,-0.002374028,,,,,,,,
17/09/2025,0.000143764,-0.00590755,,,,,,,,
18/09/2025,0.00014407,-0.003465053,,,,,,,,
19/09/2025,0.000144338,-0.003939514,,,,,,,,
22/09/2025,0.000144453,-0.014572355,,,,,,,,
23/09/2025,0.000144453,0.00049558,,,,,,,,
24/09/2025,0.000144453,0.013575823,,,,,,,,
25/09/2025,0.000146098,0.005206762,,,,,,,,
26/09/2025,0.000146442,-0.003235119,,,,,,,,
29/09/2025,0.000146519,0.00348046,,,,,,,,
30/09/2025,0.000146519,-0.002868321,,,,,,,,
01/10/2025,0.000146519,0.002016008,,,,,,,,
,,,,,,,,,,
